0.058565	0.058565	w
0.058565	0.058565	e
0.649540	1.249882	r
1.249882	1.867294	t
1.256487	1.867294	r
4.850253	4.850253	q
4.850253	5.319363	e
5.446552	5.937191	q
6.058824	6.058824	q
6.058824	6.662467	w
9.652590	10.002320	w
10.002320	10.002320	t
10.254213	10.254213	e
10.563011	10.563011	q
10.845188	11.479735	r
14.444278	14.444278	q
14.444278	14.444278	e
14.753076	15.018212	r
15.018212	15.018212	t
15.344051	15.344051	w
15.646118	16.248471	t
15.652848	16.259177	r
19.251939	19.251939	q
19.555412	19.555412	w
19.858886	20.736000	r
24.048951	24.048951	w
24.379045	24.379045	q
24.655898	25.539765	r
24.655898	25.539765	e
28.856612	28.856612	w
28.856612	28.856612	e
29.154761	29.154761	q
29.447587	30.539294	r
30.539294	30.539294	t
33.341444	33.341444	q
33.664348	33.664348	r
33.949264	33.949264	w
34.563415	34.563415	e
34.873656	35.614436	r
38.469923	39.020759	e
39.020759	39.552602	w
39.653905	40.255393	r
43.275497	43.275497	w
43.851660	43.851660	e
44.453148	44.453148	w
44.617766	44.617766	w
44.769721	44.769721	w
45.048305	45.048305	e
48.062078	48.612914	e
48.612914	49.167059	t
48.612914	49.157419	r
49.252391	49.847548	r
52.848658	54.829176	e
52.848658	54.817741	r
57.641570	57.641570	w
57.641570	57.641570	e
57.958142	57.958142	w
58.262052	59.503017	r
62.147765	62.147765	e
62.448941	62.448941	w
62.735059	62.735059	q
63.322353	63.322353	e
63.683765	64.361412	r
67.234005	67.234005	e
67.556350	67.556350	q
67.860787	67.860787	w
68.147316	68.147316	e
68.451753	69.087489	r
71.757597	71.757597	e
72.044126	72.044126	w
72.366471	72.366471	q
72.957437	72.957437	e
73.279782	74.014118	w
73.279782	74.031920	r
76.800000	76.800000	|
2.439529	2.439529	w
2.439529	2.439529	e
3.030504	3.630847	r
3.630847	4.248258	t
3.637451	4.248258	r
7.231218	7.231218	q
7.231218	7.700327	e
7.827517	8.318155	q
8.439788	8.439788	q
8.439788	9.043432	w
12.033554	12.383285	w
12.383285	12.383285	t
12.635177	12.635177	e
12.943975	12.943975	q
13.226152	13.860700	r
16.825243	16.825243	q
16.825243	16.825243	e
17.134040	17.399176	r
17.399176	17.399176	t
17.725015	17.725015	w
18.027082	18.629435	t
18.033813	18.640142	r
21.632903	21.632903	q
21.936377	21.936377	w
22.239850	23.116964	r
26.429916	26.429916	w
26.760010	26.760010	q
27.036863	27.920729	r
27.036863	27.920729	e
31.237576	31.237576	w
31.237576	31.237576	e
31.535726	31.535726	q
31.828551	32.920258	r
32.920258	32.920258	t
35.722408	35.722408	q
36.045312	36.045312	r
36.330228	36.330228	w
36.944379	36.944379	e
37.254620	37.995401	r
40.850887	41.401724	e
41.401724	41.933566	w
42.034869	42.636358	r
45.656462	45.656462	w
46.232624	46.232624	e
46.834112	46.834112	w
46.998730	46.998730	w
47.150685	47.150685	w
47.429269	47.429269	e
50.443042	50.993879	e
50.993879	51.548023	t
50.993879	51.538384	r
51.633356	52.228512	r
55.229622	57.210141	e
55.229622	57.198705	r
60.022534	60.022534	w
60.022534	60.022534	e
60.339107	60.339107	w
60.643017	61.883982	r
64.528729	64.528729	e
64.829906	64.829906	w
65.116023	65.116023	q
65.703317	65.703317	e
66.064729	66.742376	r
69.614969	69.614969	e
69.937315	69.937315	q
70.241752	70.241752	w
70.528281	70.528281	e
70.832718	71.468454	r
74.138561	74.138561	e
74.425090	74.425090	w
74.747435	74.747435	q
75.338401	75.338401	e
75.660746	76.395082	w
75.660746	76.412885	r
79.180964	79.180964	|
