0.234007	0.234007	q
1.369218	1.369218	e
1.422483	1.422483	q
1.422483	1.422483	w
1.475748	1.475748	r
2.178181	2.178181	e
2.271395	2.271395	e
2.331082	2.331082	w
2.546033	2.546033	q
2.546033	2.546033	w
2.672538	2.672538	q
2.672538	2.672538	w
2.725803	2.725803	r
2.725803	2.725803	e
2.825675	2.825675	w
2.825675	2.825675	q
2.875611	2.875611	e
2.998786	3.015431	r
2.998786	2.998786	e
3.135278	3.135278	q
3.181885	3.181885	w
3.278428	3.278428	q
3.321705	3.321705	q
3.361654	3.361654	w
4.253844	4.253844	q
4.253844	4.253844	w
4.420297	4.420297	r
4.420297	4.420297	e
4.490208	4.490208	e
4.583422	4.583422	e
4.643108	4.643108	w
4.842224	4.842224	q
4.842224	4.842224	w
4.968728	4.968728	q
4.968728	4.968728	w
5.021993	5.021993	r
5.021993	5.021993	e
5.121865	5.121865	w
5.121865	5.121865	q
5.171801	5.171801	e
5.294977	5.311622	r
5.294977	5.294977	e
5.431468	5.431468	q
5.478075	5.478075	w
5.574618	5.574618	q
5.617896	5.617896	q
5.657845	5.657845	w
5.761046	5.761046	e
5.797666	5.797666	r
5.977435	5.977435	r
5.977435	5.977435	e
6.030700	6.030700	q
6.030700	6.030700	w
6.083965	6.083965	r
6.083965	6.083965	e
6.247090	6.247090	e
6.300355	6.300355	r
6.353620	6.353620	q
6.550035	6.550035	q
6.550035	6.550035	w
6.716488	6.716488	r
6.716488	6.716488	e
6.786398	6.786398	e
6.879612	6.879612	e
6.939299	6.939299	w
7.154250	7.154250	q
7.154250	7.154250	w
7.280754	7.280754	q
7.280754	7.280754	w
7.334020	7.334020	r
7.886645	7.886645	q
7.929922	7.929922	q
7.969871	7.969871	w
8.073072	8.073072	e
8.109692	8.109692	r
8.236197	8.236197	q
8.236197	8.236197	w
8.289462	8.289462	r
8.289462	8.289462	e
8.342727	8.342727	q
8.862061	8.862061	q
8.862061	8.862061	w
9.028514	9.028514	r
9.028514	9.028514	e
9.098425	9.098425	e
9.191639	9.191639	e
9.251325	9.251325	w
