6.919856	6.919856	q
6.919856	6.919856	w
8.913492	8.913492	w
8.913492	8.998002	q
9.040256	9.040256	e
9.040256	9.040256	w
9.211761	9.211761	r
10.650707	10.650707	q
11.271458	11.271458	q
11.325801	11.325801	w
11.421946	11.421946	e
11.562358	11.562358	w
11.562358	11.562358	q
14.426502	14.426502	r
15.674059	15.674059	w
15.674059	15.674059	q
15.728741	15.728741	e
15.828165	15.828165	r
16.024525	16.024525	q
16.126434	16.126434	w
16.210943	16.210943	e
16.230828	16.230828	r
16.347650	16.347650	r
16.347650	16.347650	q
16.449559	16.449559	q
16.598693	16.598693	q
18.625440	18.625440	q
18.625440	18.625440	w
20.047393	20.047393	r
20.164216	20.164216	q
24.041272	24.041272	e
24.132666	24.132666	r
27.329931	27.329931	r
27.379643	27.379643	w
27.379643	27.379643	q
27.434326	27.434326	e
27.533749	27.533749	r
27.730109	27.730109	q
28.339076	28.339076	q
28.498416	28.498416	r
28.569479	28.569479	e
28.673985	28.673985	q
28.728328	28.728328	w
31.816309	31.816309	q
31.895847	31.895847	w
32.087237	32.087237	r
32.271170	32.271170	w
32.271170	32.355679	q
32.397934	32.397934	e
32.397934	32.397934	w
32.569439	32.569439	r
32.621433	32.621433	w
33.725368	33.725368	r
33.921729	33.921729	q
34.023638	34.023638	w
34.108147	34.108147	e
36.360080	36.360080	e
38.204582	38.204582	w
38.204582	38.289092	q
38.331346	38.331346	e
38.331346	38.331346	w
38.502851	38.502851	r
38.554845	38.554845	w
40.227638	40.227638	q
40.386978	40.386978	r
40.458042	40.458042	e
40.562548	40.562548	q
40.616891	40.616891	w
40.713036	40.713036	e
40.853448	40.853448	w
43.809166	43.809166	q
43.809166	43.809166	w
43.958300	43.958300	e
44.385820	44.385820	w
44.385820	44.385820	q
44.634377	44.634377	e
44.783512	44.783512	r
45.618869	45.618869	r
47.639780	47.639780	e
47.659664	47.659664	r
47.776486	47.776486	r
47.776486	47.776486	q
47.878395	47.878395	q
48.027530	48.027530	q
50.319232	50.319232	q
50.567790	50.567790	e
50.716924	50.716924	r
50.856117	50.856117	r
50.975424	50.975424	q
51.109849	51.109849	q
51.109849	51.109849	e
51.164532	51.164532	r
53.150304	53.150304	q
54.943987	54.943987	q
55.003745	55.003745	w
55.158411	55.158411	e
56.055131	56.055131	q
56.055131	56.055131	w
56.204266	56.204266	e
56.631785	56.631785	w
56.631785	56.631785	q
57.593907	57.593907	q
57.673446	57.673446	w
57.864835	57.864835	r
59.462858	59.462858	q
59.564766	59.564766	w
59.649276	59.649276	e
59.669161	59.669161	r
59.785983	59.785983	r
59.785983	59.785983	q
59.887891	59.887891	q
60.037026	60.037026	q
60.049454	60.049454	q
61.470964	61.470964	e
61.562358	61.562358	r
61.752074	61.752074	q
61.752074	61.752074	w
61.901209	61.901209	e
62.328728	62.328728	w
63.290850	63.290850	q
64.095974	64.095974	w
64.192911	64.192911	w
64.963440	64.963440	r
65.159801	65.159801	q
65.261709	65.261709	w
65.346219	65.346219	e
65.366104	65.366104	r
65.482926	65.482926	r
65.482926	65.482926	q
65.584834	65.584834	q
66.577364	66.577364	e
66.739060	66.739060	r
66.953484	66.953484	q
67.013241	67.013241	w
67.167907	67.167907	e
67.259301	67.259301	r
67.760715	67.760715	q
67.760715	67.760715	w
67.909850	67.909850	e
