6.919856	6.919856	q
6.919856	6.919856	w
7.068990	7.068990	e
7.496510	7.496510	w
7.496510	7.496510	q
8.538170	8.538170	w
8.729559	8.729559	r
8.913492	8.913492	w
8.913492	8.998002	q
9.040256	9.040256	e
9.040256	9.040256	w
9.211761	9.211761	r
9.263755	9.263755	w
9.977116	9.977116	q
10.031798	10.031798	e
10.131221	10.131221	r
10.327582	10.327582	q
10.429491	10.429491	w
10.514000	10.514000	e
10.533885	10.533885	r
10.650707	10.650707	r
10.650707	10.650707	q
11.271458	11.271458	q
11.325801	11.325801	w
11.421946	11.421946	e
11.562358	11.562358	w
11.562358	11.562358	q
11.745145	11.745145	e
13.193453	13.193453	q
13.442010	13.442010	e
13.591145	13.591145	r
13.730337	13.730337	r
13.849645	13.849645	q
13.984070	13.984070	q
13.984070	13.984070	e
14.038752	14.038752	r
14.155574	14.155574	q
14.235113	14.235113	w
14.426502	14.426502	r
15.674059	15.674059	w
15.674059	15.674059	q
15.728741	15.728741	e
15.828165	15.828165	r
16.024525	16.024525	q
16.126434	16.126434	w
16.210943	16.210943	e
16.230828	16.230828	r
16.347650	16.347650	r
16.347650	16.347650	q
16.449559	16.449559	q
16.598693	16.598693	q
18.625440	18.625440	q
18.625440	18.625440	w
20.047393	20.047393	r
20.164216	20.164216	q
20.243754	20.243754	w
20.435144	20.435144	r
22.607335	22.607335	q
22.619762	22.619762	q
22.642133	22.642133	q
22.801473	22.801473	r
22.872536	22.872536	e
23.826849	23.826849	q
23.886606	23.886606	w
24.041272	24.041272	e
24.132666	24.132666	r
24.322383	24.322383	q
24.322383	24.322383	w
24.471518	24.471518	e
24.899037	24.899037	w
26.666282	26.666282	w
26.763220	26.763220	w
26.763220	26.763220	q
26.822874	26.822874	e
27.066460	27.066460	r
27.128600	27.128600	q
27.173340	27.173340	w
27.329931	27.329931	r
27.379643	27.379643	w
27.379643	27.379643	q
27.434326	27.434326	e
27.533749	27.533749	r
27.730109	27.730109	q
28.339076	28.339076	q
28.498416	28.498416	r
28.569479	28.569479	e
28.673985	28.673985	q
28.728328	28.728328	w
28.824473	28.824473	e
28.964885	28.964885	w
28.964885	28.964885	q
29.147673	29.147673	e
29.309369	29.309369	r
29.523792	29.523792	q
29.583550	29.583550	w
29.738216	29.738216	e
31.510380	31.510380	q
31.644804	31.644804	q
31.644804	31.644804	e
31.699487	31.699487	r
31.816309	31.816309	q
31.895847	31.895847	w
32.087237	32.087237	r
32.271170	32.271170	w
32.271170	32.355679	q
32.397934	32.397934	e
32.397934	32.397934	w
32.569439	32.569439	r
32.621433	32.621433	w
33.725368	33.725368	r
33.921729	33.921729	q
34.023638	34.023638	w
34.108147	34.108147	e
34.128032	34.128032	r
34.244854	34.244854	r
34.244854	34.244854	q
34.346763	34.346763	q
34.495897	34.495897	q
35.500988	35.500988	r
35.715412	35.715412	q
35.775169	35.775169	w
35.929835	35.929835	e
36.021229	36.021229	r
36.210946	36.210946	q
36.210946	36.210946	w
36.360080	36.360080	e
38.204582	38.204582	w
38.204582	38.289092	q
38.331346	38.331346	e
38.331346	38.331346	w
38.502851	38.502851	r
38.554845	38.554845	w
38.651782	38.651782	w
38.651782	38.651782	q
38.711436	38.711436	e
38.955023	38.955023	r
39.017162	39.017162	q
39.061903	39.061903	w
39.218494	39.218494	r
